RECORDID,ZETTAICODE,PREFCODE,SUIIKICODE,CHITENCODE,NENDO,FISCALYEAR,MONTH,DAYTIME,DEPTH,DEPTH2,PH,PH2,PH3,DO_,DO_2,DO_3,BOD,BOD2,BOD3,COD,COD2,COD3,SS,SS2,SS3,COLON,COLON2,COLON3,HEX,HEX2,HEX3,ALLZN,ALLZN2,ALLZN3,BOTTOMDO,BOTTOMDO2,BOTTOMDO3,LAS,LAS2,LAS3,NONYLPHENOL,NONYLPHENOL2,NONYLPHENOL3,id_stations_water,id_stations_latitude,id_stations_longitude
1230010001,1230010,12,601,1,2015,2015,10,61209,11,0.5,8,8,0,5.1,5.1,0,,,,2.8,2.8,0,,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.605,140.0608333
1230010001,1230010,12,601,1,2015,2015,9,31203,13,7.5,8.4,8.4,1,6.9,6.9,0,,,,3.2,3.2,0,,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.605,140.0608333
1230010001,1230010,12,601,1,2015,2015,11,41225,11,0.5,8.3,8.3,0,9.4,9.4,0,,,,3.8,3.8,0,,,,<2.0,0,0,<0.5,0,0,<0.001,0,0,,,,,,,,,,千葉港（甲）,35.605,140.0608333
1230010001,1230010,12,601,1,2015,2015,11,41228,13,7.7,8.3,8.3,0,8,8,0,,,,3.4,3.4,0,,,,,,,,,,<0.001,0,0,,,,,,,,,,千葉港（甲）,35.605,140.0608333
1230010001,1230010,12,601,1,2015,2015,12,11334,13,7.5,8.3,8.3,0,7.7,7.7,0,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.605,140.0608333
1230010001,1230010,12,601,1,2015,2015,12,11336,11,0.5,8.2,8.2,0,7.5,7.5,0,,,,2.9,2.9,0,,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.605,140.0608333
1230010001,1230010,12,601,1,2015,2016,1,61208,13,8.1,8.1,8.1,0,8.8,8.8,0,,,,2.9,2.9,0,,,,,,,,,,0.003,0.003,0,,,,<0.0006,0,0,0.00007,0.0001,0,千葉港（甲）,35.605,140.0608333
1230010001,1230010,12,601,1,2015,2016,1,61211,11,0.5,8.1,8.1,0,9.4,9.4,0,,,,2.8,2.8,0,,,,<2.0,0,0,<0.5,0,0,0.002,0.002,0,,,,0.0008,0.0008,0,<0.00006,0,0,千葉港（甲）,35.605,140.0608333
1230010001,1230010,12,601,1,2015,2016,2,161232,13,8.1,8.4,8.4,1,9.2,9.2,0,,,,2.4,2.4,0,,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.605,140.0608333
1230010001,1230010,12,601,1,2015,2016,2,161234,11,0.5,8.4,8.4,1,10,10,0,,,,2.6,2.6,0,,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.605,140.0608333
