RECORDID,ZETTAICODE,PREFCODE,SUIIKICODE,CHITENCODE,NENDO,FISCALYEAR,MONTH,DAYTIME,DEPTH,DEPTH2,PH,PH2,PH3,DO_,DO_2,DO_3,BOD,BOD2,BOD3,COD,COD2,COD3,SS,SS2,SS3,COLON,COLON2,COLON3,HEX,HEX2,HEX3,ALLZN,ALLZN2,ALLZN3,BOTTOMDO,BOTTOMDO2,BOTTOMDO3,LAS,LAS2,LAS3,NONYLPHENO,NONYLPHE_1,NONYLPHE_2,id_station,id_stati_1,id_stati_2
"1230010001","1230010","12","601","1","2015","2015","10","61209","11",0.500000000000000,8.000000000000000,8.000000000000000,"0",5.100000000000000,5.100000000000000,"0",,,,2.800000000000000,2.800000000000000,"0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2015","9","31203","13",7.500000000000000,8.400000000000000,8.400000000000000,"1",6.900000000000000,6.900000000000000,"0",,,,3.200000000000000,3.200000000000000,"0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2015","11","41225","11",0.500000000000000,8.300000000000001,8.300000000000001,"0",9.400000000000000,9.400000000000000,"0",,,,3.800000000000000,3.800000000000000,"0",,,,<2.0,"0","0",<0.5,"0","0",<0.001,0.000000000000000,"0",,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2015","11","41228","13",7.700000000000000,8.300000000000001,8.300000000000001,"0",8.000000000000000,8.000000000000000,"0",,,,3.400000000000000,3.400000000000000,"0",,,,,,,,,,<0.001,0.000000000000000,"0",,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2015","12","11334","13",7.500000000000000,8.300000000000001,8.300000000000001,"0",7.700000000000000,7.700000000000000,"0",,,,3.000000000000000,3.000000000000000,"0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2015","12","11336","11",0.500000000000000,8.199999999999999,8.199999999999999,"0",7.500000000000000,7.500000000000000,"0",,,,2.900000000000000,2.900000000000000,"0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2016","1","61208","13",8.100000000000000,8.100000000000000,8.100000000000000,"0",8.800000000000001,8.800000000000001,"0",,,,2.900000000000000,2.900000000000000,"0",,,,,,,,,,"0.003",0.003000000000000,"0",,,,<0.0006,0.000000000000000,"0","0.00007",0.000100000000000,"0",千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2016","1","61211","11",0.500000000000000,8.100000000000000,8.100000000000000,"0",9.400000000000000,9.400000000000000,"0",,,,2.800000000000000,2.800000000000000,"0",,,,<2.0,"0","0",<0.5,"0","0","0.002",0.002000000000000,"0",,,,"0.0008",0.000800000000000,"0",<0.00006,0.000000000000000,"0",千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2016","2","161232","13",8.100000000000000,8.400000000000000,8.400000000000000,"1",9.199999999999999,9.199999999999999,"0",,,,2.400000000000000,2.400000000000000,"0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2016","2","161234","11",0.500000000000000,8.400000000000000,8.400000000000000,"1",10.000000000000000,10.000000000000000,"0",,,,2.600000000000000,2.600000000000000,"0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2016","3","21133","13",8.000000000000000,8.400000000000000,8.400000000000000,"1",11.000000000000000,11.000000000000000,"0",,,,2.300000000000000,2.300000000000000,"0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2016","3","21135","11",0.500000000000000,8.400000000000000,8.400000000000000,"1",11.000000000000000,11.000000000000000,"0",,,,2.500000000000000,2.500000000000000,"0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2015","4","90927","11",0.500000000000000,8.500000000000000,8.500000000000000,"1",7.900000000000000,7.900000000000000,"0",,,,2.100000000000000,2.100000000000000,"0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2015","4","90931","13",7.700000000000000,8.400000000000000,8.400000000000000,"1",8.100000000000000,8.100000000000000,"0",,,,2.500000000000000,2.500000000000000,"0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2015","5","251235","11",0.500000000000000,8.699999999999999,8.699999999999999,"1",9.699999999999999,9.699999999999999,"0",,,,4.700000000000000,4.700000000000000,"0",,,,<2.0,"0","0",<0.5,"0","0","0.001",0.001000000000000,"0",,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2015","5","251240","13",7.500000000000000,8.600000000000000,8.600000000000000,"1",7.100000000000000,7.100000000000000,"0",,,,4.500000000000000,4.500000000000000,"0",,,,,,,,,,"0.003",0.003000000000000,"0",,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2015","6","10955","11",0.500000000000000,8.600000000000000,8.600000000000000,"1",7.700000000000000,7.700000000000000,"0",,,,2.800000000000000,2.800000000000000,"0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2015","6","11000","13",6.600000000000000,8.400000000000000,8.400000000000000,"1",5.900000000000000,5.900000000000000,"0",,,,2.800000000000000,2.800000000000000,"0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.604999999999997,140.060833300000013
"1230010001","1230010","12","601","1","2015","2015","7","31256","11",0.500000000000000,8.500000000000000,8.500000000000000,"1",6.800000000000000,6.800000000000000,"0",,,,3.900000000000000,3.900000000000000,"0",,,,"9400","9400","0",<0.5,"0","0","0.005",0.005000000000000,"0",,,,<0.0006,0.000000000000000,"0",<0.00006,0.000000000000000,"0",千葉港（甲）,35.604999999999997,140.060833300000013
